key_mlbam,name_first,name_last
455986,Mark,Saccomanno
NA,Yataro,Sakamoto
NA,Charles,Davidson
NA,Cole,Bieser
453953,Josh,Haney
703405,Edwin,Sanchez
NA,Taylor,Smith
666519,Eddie,Hernandez
460018,Todd,Davison
553864,Edioglis,Villasmil
668929,Noah,Campbell
NA,Jarryd,Lund
681727,Jhon,Vergara
695347,Hunter,Gregory
NA,Payton,Frehner
570785,Jodaneli,Carvajal
694844,Jonah,Giblin
828417,Oscar,Ramirez
801842,Fidel,Ulloa
597534,Ryan,Demmin
NA,Izan,Macías
692665,Jose,Vasquez
801493,Hunter,Marshall
NA,Jacob,Valdez
572749,Tom,Buske
446188,Lester,Aragon
NA,Frankie,Gomez
622798,Gregoris,Hidalgo
815306,Rio,Foster
808381,Enyervert,Perez
NA,Seong-hyun,Son
650217,Ramon,Tineo
686244,Braxton,Webb
801908,Trey,Law
642455,Edwin,Diaz
611473,Mu-Young,Kim
NA,Ryan,Phillips
446480,Brian,Skaug
445974,Anthony,Stevens
NA,Trevor,Jaunich
572840,Randall,Fant
801224,Edriel,Espinal
NA,Logan,Moseley
NA,Sydney,Booker
670321,Lucas,Brown
516951,Sundrendy,Windster
NA,Stig Erik,McElhinney
NA,Tommy,Gambon
NA,Nick,Hellman
NA,Wen Cheng,Hsu
NA,Dan,Feehan
825112,Lane,Bledsoe
NA,Chih Chang,Wang
NA,Spencer,Harbert
800020,Luis,Serrano
820827,Luke,Sinnard
650835,Felix,Vinicio
822316,Dante,Zamudio
670689,Max,Duval
543442,Pat,Lenton
823022,Kyle,Moseley
NA,Il Mok,Cha
469546,Tim,Van Pareren
801894,Tyler,Judge
NA,Nicolas,Trevisan
672783,Brayan,Salaya
NA,Brent,Turley
544365,Manny,Banuelos
816198,Aaron,Potter
452050,Josh,Flores
678148,Noel,McGarry-Doyle
650733,Eduardo,Polanco
673934,Jack,Loefflad
675525,Anderson,Bido
690731,Tyler,Jones
823194,Jackson,Bessette
519365,Blake,Trinkler
446906,Kale,Garrison
621211,Chase,McDowell
NA,Gabriele,Valetti
695707,Brennon,McNair
688303,Greg,Elder
689235,Yassel,Pino
NA,Bill,Laranga
445270,David,Paisano
NA,Joseph,Batusich
800743,Trip,Banta
NA,Johnny,Tuccillo
NA,Jake,Peer
622397,Eber,Guzman
NA,Emmanuel,Brantley
444870,Matt,Laird
NA,Alex,Rimerman
806194,Parker,Picot
NA,James,Doubet
NA,Aaron,Crichlow
597451,Jeff,Barfield
NA,Vadim,Lasne
NA,Gary,Russo
678107,Noah,Matsubara
NA,Garrett,Pelko
824603,John,Kramer
571596,Tyler,Curtis
643539,Caleb,Simpson
NA,Ozzy,Gonzalez
NA,Kyle,Lane
691636,Malfrin,Sosa
545389,Matt,Wickswat
NA,Josh,Elliott
660733,Yon,Mina
477424,Francisco,Esparragoza
NA,Colby,Morse
572923,Nathan,Hines
624132,Rolando,Segovia
681118,Nick,Swanson
466234,Samuel,Lopez
456674,Andrew,Underwood
800864,Tyler,Pauly
671221,Drew,Waters
NA,Chucky,Vazquez
814510,Jaxson,Pease
701444,Carsten,Finnvold
641996,Sean,Ratcliffe
NA,Alex,Cross
NA,Chilo,Esquita
663537,Jon,Olsen
NA,Naoya,Higashide
NA,Bryan,Radzinsky
815766,Carlos,Canales
456422,Michael,Bourn
NA,Brian,Smith
400009,Dan,Mozingo
621383,Tanner,Banks
469205,Angel,Rodriguez
492865,Roberto,Familia
NA,Tyler,Frazier
822083,Payton,Baylis
NA,Duke,Dykeman
NA,Ethan,Gillis
699465,Mason,Griffin
686725,Lucas,Maldonado
807646,Brayan,Joseph
676645,Josh,Keaton
NA,Hunter,Dodson
457933,Jonathan,Mercer
455954,Anthony,Pearson
642151,Mitchell,Tripp
458223,Reynaldo,Pereyra
813285,James,Agabedis
669328,John,Gilreath
607712,Jeff,Schalk
NA,Manuel,Frómeta
801484,Dawsen,Hall
605428,Max,Povse
806266,Colton,Wombles
NA,Nic,Messina
NA,Jerome,Rey
677653,Davison,Gonzalez
465665,Jesus,Rodriguez
448285,Tyler,Fockler
607635,David,Masters
608627,Barrett,Barnes
607266,Cameron,Edman
701163,Reid,Powers
NA,Min Ki,Hong
NA,Jared,Gay
454669,Vinny,Biancamano
NA,Brian,Kehner
460101,Chris,Robinson
669114,Jace,Vines
NA,Justin,Stinson
573161,Nate,Simon
459973,Mark,McCormick
821927,Walker,Sanders
NA,Darrin,Tew
NA,Ross,Goldschlag
452234,Seth,Smith
816200,Ethan,Wilford
469158,Osman,Marval
501594,Marcos,Reyes
NA,Tatsuro,Iwasaki
NA,Austin,Emanuel
685830,Jeff,Allen
NA,Michael,Lafin
NA,Johnny,Harmyk
668546,Melvin,Jimenez
502626,Frank,Berry
701756,Jack,Clark
NA,Keenan,Long
NA,Travis,Booth
NA,Chase,Smith
453902,Ronny,Malave
668874,Blair,Henley
650307,Alejandro,Izaguirre
688535,Alec,Aleywine
666297,Steven,Moretto
NA,Zack,Costello
NA,Chandler,Kerr
642582,Werner,Leal
607367,Ryan,Duke
689179,Kole,Kaler
NA,Bryce,Fremgen
822738,Ryan,Martinez
489192,Malcolm,Owens
NA,Philip,Incaviglia
681581,Andy,Weber
NA,Alexander,Humphrey
NA,Zach,Holcomb
NA,Lukas,Brewer
607262,Brennan,Gowens
NA,José,Saéz
448235,Craig,Whitaker
459952,Daniel,Donaldson
593470,Maldueno,Gonzalez
689521,Mark,Sluys
596840,Robbie,Garvey
823743,Davis,Johnson
502596,J. T.,King
NA,Jhih Long,Yang
NA,Rey,Ricardo
646402,Joash,Brodin
NA,Jordan,Grocott
650389,Wladimir,Galindo
NA,Trevor,Conn
691475,Geral,Siri
NA,Roy,Beems
NA,Sam,Seaman
NA,Mason,Stewart
NA,Clément,Dupuis
596291,Bryant,Cotton
670874,Antonio,Sucre
658195,Giancarlo,Brugnoni
642855,Jorge,Quiterio
673743,Rodolfo,Fajardo
694183,Cristian,Hernández
446207,Josh,Geer
472327,Jorjanis,Chourio
813826,Jack,Maruskin
NA,Joel,Bartoni
NA,Pablo,Suarez
477436,Wilfrido,Flores
NA,Michael,Sommerlink
454660,Kevin,Turmail
679903,Zach,Pettway
686699,Nick,Carrell
446479,Matt,Pali
NA,Ezequiel,Sanchez
501569,Samuel,Martinez
NA,Patrick,Marshall
NA,Woo Sun,Lee
NA,Andy,Garcia
NA,Alex,Westman
467801,Jeury,Pimentel
828438,Pete,Durocher
815162,Ethan,Schiefelbein
464105,Ulmer,Urbina
NA,Luke,La Flam
NA,Heishu,Ohara
687418,Jaider,Morelos
689760,Miguel,Betancourt
NA,Edward,Sarti
683387,Yoscar,Pimentel
NA,Sean,Meekins
672869,Adrian,Antunez
678486,Shendrik,Apostel
678566,Liam,Sherer
NA,Dylan,Brown
NA,Caleb,Herd
NA,Jaxon,Junnila
NA,Nick,Patrone
NA,Riley,Landrum
469203,Oscar,Rodriguez
NA,Logan,Teske
447736,Chris,Dickerson
823249,Joel,Rubin
605174,Kyle,Castro
667422,Carson,Shaddy
641711,Jeremy,Howell
813484,Matt,Lemke
NA,Pedro,Nazario
NA,Will,Mullen
NA,Austin,Mock
532708,Justin,Robinson
NA,Parker,Robinson
826925,Andrew,Huffman
NA,Grant,Miller
NA,Clint,McKeever
NA,David,Sorg
813179,John,Valle
NA,CJ,Edmond
545612,Zach,Goldberg
545708,Dan,Maycock
672357,Jordy,Barley
NA,Darwin,Matos
802604,Brock,Murtha
NA,Brandon,Casas
NA,Shih Chan,Huang
700728,Luis,Arejula
NA,Pedro,Perdomo
687828,Arman,Sabouri
666090,Saul,Castellanos
NA,Cooper,Smith
501220,Carlos,Gonzalez
686583,Andrew,Blake
801090,Jatavis,Melton
NA,Matt,Allen
NA,Marlon,Lamontaña
676368,Chauncey,Nunez
681545,Gabriel,Ortiz
531905,Jason,Negron
NA,Haruya,Tanaka
516768,Pedro,Zapata
694989,Kelena,Sauer
NA,Andrew,Garbarini
592819,Austin,Urban
690567,Ethan,Winesburgh
NA,Kyle,Ward
622551,Victor,Velasquez
594807,Adam,Duvall
NA,Anthony,Jones
622425,Richard,Reina
502780,Jordan,Shadle
693271,Bobby,Dorta
NA,Andrea,Pasotto
NA,Fabian,Apicella
NA,Austin,Dill
689658,Logan,Koester
688622,Mike,Mahala
NA,J. C.,Toro
NA,Alejandro,Vivas
450291,Ryan,Rote
449143,Monte,Mansfield
471790,Hairo,Solis
445975,Michel,Simard
517408,Edgar,Herrera
NA,Mike,Skoller
684188,Martin,Salazar
NA,Jalen,Ferejan
661522,Dalton,DiNatale
453723,Cody,Willis
597692,Jesus,Briceno
596027,Dillon,Maples
471881,Israel,Reyes
NA,Paul,Jacobson
815109,Miles,Gosztola
488850,Jon,Dutton
687229,Jack,Frank
NA,Dominick,Cafferillo
NA,Matthew,Buckshaw
545838,Barrett,Shaft
NA,Derek,Benzinger
605339,Spenser,Linney
823076,Sam,Vomhof
702524,Logan,Sauve
826629,Angel,Paniagua
450218,Lee,Gwaltney
690716,Eli,Ankeney
NA,Dustin,Nielsen
571680,Cole,Frenzel
NA,Benji,Ries
NA,Matt,Kennedy
686781,Brandon,Lewis
NA,Raidel,Álvarez
NA,Chris,Gaetano
NA,Richie,Williams
NA,Chris,Christopoulos
NA,Michael,Ray
NA,Austin,Golpe
592186,Tyler,Burnett
458517,Matthew,Ware
NA,Sam,Seidel
463039,Manny,Alvarez
815434,Daury,Pena
656492,Foster,Griffin
NA,Andrew,Goodman
NA,Zach,Meddings
668965,Freddy,Zamora
483630,John,Tumpane
572248,Jerome,Werniuk
517593,Danny,Salazar
NA,Marc,Skinner
641423,Scott,Burke
456846,Aaron,Tennyson
NA,Eliu,Torres
502688,Nate,Samson
NA,Brendan,Eising
690708,Taylor,Jackson
NA,Evan,Dougherty
NA,Mike,Dobre
NA,David,Enriquez
NA,Seung Woo,Ju
666649,Yeffersson,Yannuzzi
NA,Taylor,Frost
606468,Luis,Cedeno
641530,Connor,Doyle
570780,Bruedlin,Suero
NA,Jeremy,Banks
641745,Brad,Keller
516660,Julio,Aparicio
NA,Tim,McClare
678225,Ji Hwan,Bae
663847,Preston,Pavlica
NA,Devin,Pickett
593683,Bjorn,Hato
691703,Luis,Montas
NA,Robert,Paccione
663853,Romy,Gonzalez
669452,Christian,Robinson
687998,Jeff,Heinrich
NA,Brandon,Underhill
671957,Corben,Peters
NA,Nate,Blackham
700310,Dilan,Figueredo
449023,Bryan,Cetani
NA,Ryan,Riordan
519237,Cameron,Rupp
NA,Zack,Reed
NA,Yuliet,Dita
571612,Evan,DeLuca
668558,Juan,Zabala
NA,Juan,Martínez
702551,Cole,Phillips
NA,Austin,Millet
NA,Joseph Ken,Miyamoto
457761,Ryan,Tucker
692165,Tyrelle,Chadwick
808264,Kleiver,Chauran
700366,Yan,Mago
682677,Yeiver,Torrealba
658306,Scooter,Price
NA,Brady,Bakner
623461,Dustin,Cook
801047,Max,Foxcroft
NA,Hunter,Gudde
800714,Carter,Campbell
445496,Jamie,Franey
666197,Grae,Kessinger
NA,Elijah,Rompala-Matthews
461325,Tyler,Clippard
816328,Jai,Hewitt
NA,Austin,Holbrook
NA,Yaniel,Viera
NA,Andrew,Rivas
NA,Dawson,Young
801515,Jakob,Kouneski
NA,Kyle,Weber
NA,Brett,Lorah
NA,Octavio,Mirabal
666138,Tony,Locey
685483,Shun,Ikeda
449164,Rob,Semerano
NA,Noah,Kandel
NA,Erich,Klingelhofer
814436,Ryan,Galanie
502343,Sam,Honeck
685891,Carlos,Hughes
NA,Zach,Burch
499599,Tony,Casoli
457052,Jason,Pilkington
NA,Kevin,Mackey
518687,Christopher,Fournier
502157,Tim,Bascom
622273,Victor,Diaz
808279,Elian,Soto
NA,Lucas,Santana
702277,Luke,Schmolke
NA,Chandler,Chambers
NA,Griffin,Stevens
502512,David,Berres
593753,Wilmer,Hernandez
NA,Xane,Washington
659412,Ryan,Rijo
570697,Eliezer,Montano
622515,Keivin,Heras
473279,Esmerlin,Jimenez
NA,Katsutoshi,Tai
827765,Leonel,Vivas
811305,Brandon,Olivera
650662,Luis,Alcala
NA,Jong Yoon,Park
NA,Owen,Byberg
607769,Travis,Whitmore
NA,Zach,Hemphill
NA,Jong Ho,Kim
NA,Pierce,Suttles
688907,Pres,Cavenaugh
800798,Thomas,Bruss
688226,Anthony,Mulrine
445468,Luca,Petrocelli
805900,Joniel,Cardona
695343,Richie,Holetz
457532,Joseph,Lieberman
NA,Ethan,Greene
670457,Tanner,Hill
692798,Italo,Motta
700177,Owen,Holt
NA,Ryan,Cabral
NA,Hayden,Henry
622741,Leandro,Rodriguez
NA,Matt,Klosterman
814116,Angel,Mendoza
499669,Dane,Devalk
595020,Shea,Vucinich
NA,Dudley,Taw
683313,Austin,Gomm
NA,Rowan,Teran
407808,Félix,Díaz
NA,Blayne,Newman
NA,Ryan,Rodriguez
543414,James,Kottaras
489132,Brandon,Monk
688506,Zane,Eggleston
NA,William,Young
504830,Yeury,Valera
680865,Jake,Pfennigs
595916,Leland,Clemmons
533467,Paul,Sweeney
NA,Kevin,Elefante
703902,Luis,Ogando
NA,Marko,Gibbons
NA,Ty,Valiton
800807,Matt,Schuler
NA,Derek,Tenney
NA,Payton,Barton
545148,Luis,Martinez
NA,Chuck,MacFarlane
446619,Gooby,Gerlits
543296,Chase,Hentges
606471,Milton,Gomez
NA,Koji,Tsukamoto
642110,Brian,Stinson
815887,Frank,Delgado
698993,Jean,Estrada
570777,Jose,Jacome
703920,Alsander,Womack
543055,Henry,Cotto
623329,Lance,Roenicke
826164,Drew,Vogel
642845,Adam,Landecker
NA,Corey,Randall
489209,Brett,Pill
NA,Spencer,Edwards
660629,Christian,Capellan
811452,Jonathan,Pribula
695667,Ben,Kudrna
592581,Jonathan,Musser
NA,Jon,Karns
455748,Jon,Nelson
597571,Jose,Oviedo
NA,Billy,Bethel
809054,Patrick,Casserly
NA,Felix,Adamkiewicz
NA,Tyler,Donay
802074,Franklin,Bolivar
NA,Nicola,Marini
592344,Angel,Gomez
NA,Alex,Centrella
693448,Christopher,Pittman
643583,Dominique,Vattuone
NA,Dashawn,Hureskin
605525,J. B.,Wendelken
456152,Nilson,Berroa
701699,Bryan,Arendt
NA,Eric,Leitch
518474,Brock,Bond
701725,J. D.,Suarez
692640,Jorge,Mendez
444496,Felix,Bautista
547971,Yenier,Bello
NA,Matthew,Wiseman
NA,Tommaso,Aiello
665420,Leovanny,Rodriguez
665622,Luis,Medina
650976,Juan,Taveras
472543,Heliezer,Aguilar
519329,Damon,Sublett
NA,Joel,Klock
NA,J. M.,Twichell
805003,Derrick,Smith
453570,Andrew,Brewer
NA,Curtis,Camilli
821279,Edgardo,De Leon
448841,Carlos,Piste
NA,Sang-rok,Kim
686953,Nick,Dean
694734,Cam,Tringali
NA,Luke,Kelley
703814,Anthony,Figueroa
801731,Alex,Wemple
663763,Greg,Pickett
641554,Chris,Erwin
665173,Alex,McKenna
514853,Xavier,Gonzalez
NA,Luke,Boule
595037,Kenneth,Wise
686673,Will,Bartlett
NA,Luis,Rivera
691605,Miguel,Briceno
NA,Ryusei,Kawano
473016,Ubaldo,Ramos
501379,Bruno,Mercedes
NA,Brinn,Bell
NA,Ty,Olejnik
NA,Carter,Herrera
689258,Enrique,Porchas
592684,Britt,Robertshaw
664829,Alex,Luna
NA,Alex,Winkelmann
810831,Will,Simmons
641876,Corey,Miller
679242,Tarik,Latchmansingh
645134,Dimitri,Papantonopoulos
451596,Yovani,Gallardo
NA,Takuya,Hiruma
800447,Yuliangel,De La Cruz
NA,Ryan,McClaskey
572707,Stephen,Batts
519060,Kyle,Murphy
468317,Jorge,Lugo
461364,Jon,Searles
NA,Martin,Kalábek
628713,Christian,Perdomo
NA,Christopher,Alvarez
NA,Marcos,Alconchel
NA,Craig,Kilshaw
689132,Brennan,McKenzie
NA,Peyton,von Kaenel
NA,Kaleb,Honea
NA,Anthony,Trovato
682961,Mario,Perez
517392,Diogenes,Rosario
611619,Lee,Ingram
593157,Daniel,Ward
814706,Thomas,Burns
685507,Ren,Kakigi
488947,Anthony,Hatch
NA,Ivan,Mitrović
NA,Austin,Robinson
488980,John-Michael,Howell
445198,Chris,Noonan
641968,Cris,Perez
501884,Marquise,Zachery
698998,Ray,Garrett
821123,Nicolas,Ortiz
446132,Michael,Hollimon
NA,Cheng Yu,Tasi
821918,Keoni,Painter
607571,Ryan,Holland
NA,Wade,Reynolds
688942,Matt,Venuto
NA,Ben,Petersen
NA,Elbint,Moreno
808260,Eric,Prado
489417,Jayson,Whitehouse
NA,Steven,Correira
700596,Bryan,Quillens
808957,Shugo,Maki
823345,Alan,Cruz
813813,Ryan,Wiltse
606135,Yender,Cáramo
NA,Quinn,Tiernan
458228,Bryan,Opdyke
681098,Bill,Knight
NA,Garrett,St. Laurent
458536,Corey,Kemp
NA,Konoshin,Tomiyama
NA,Michel,Korzeniewski
689868,Ian,Acevedo
544744,Geulin,Beltre
NA,William,Varnadore
657675,Rudy,Martin
642484,Daniel,Jimenez
NA,Ethan,Wiskur
621443,Rhett,Wiseman
NA,Christian,Townsend
NA,Jay,Murdock
593448,Starling,Figuereo
689252,D'Andre,Knight
NA,Robbie,McCargar
500235,Cesar,Suarez
694480,Trey,Carter
822588,Jordan,Vargas
805421,Jonathan,Vigoa
682259,Waylon,Richardson
NA,Sebastian,Diaz
808877,Drew,Proskovec
462795,Jose,Castellanos
460014,Yahmed,Yema
641785,Brandon,Leskanic
441841,Justin,Backsmeyer
547820,Fu-Te,Ni
NA,Dawson,Lane
469046,Alcides,Melendez
NA,Garrett,Lott
823623,Sam,Pease
601980,Geronimo,Franzua
501643,Miguel,Perez
678937,Kenshi,Sugiya
NA,Seong Ho,Cheon
NA,Tyler,Yancey
822565,Matty,Davis
607405,John,Cornely
821342,Erick,Ballenilla
670623,Isaac,Paredes
694885,Ryan,Murphy
NA,Panayot,Zhaltov
663700,Andrew,Miller
510611,Daniel,Nunez
488957,Carlos,Hernandez
803295,Victor,Sanchez
NA,Elijah,Trail
NA,Kenichi,Tagami
823626,Carter,Monda
NA,Gage,Gottermeyer
573034,Cody,Miller
NA,Ryan,Skellie
680963,Cody,Wilson
542983,Brian,Bryles
NA,Wataru,Karashima
673377,Wilmy,De Jesus
501777,Dani,Arias
690740,Cade,Malone
NA,Zach,Jancarski
NA,Ryan,Steinhauer
680825,Mike,Edwards
NA,Aidan,Holly
682833,Wilmer,Alcantara
501820,Brandon,Fromm
702644,Bradley,Gagen
811958,Justin,Sinibaldi
500869,Emmanuel,Avila
518563,Matt,Cline
NA,Ryusei,Kitanosono
464281,Oswaldo,Navarro
660831,Resly,Linares
NA,Matthew,Lopez
NA,Rob,Lind
661841,Zack,Soria
802005,Gunner,Gouldsmith
NA,Josh,Goldstein
571957,Stephen,Montgomery
518858,Nate,Jones
542963,Rob,Brantly
NA,Sawyer,Duarte
NA,Takanari,Hayamizu
NA,Tyler,Hall
NA,Seiichiro,Ohshita
656332,Robbie,Coursel
815792,Chase,Harlan
682147,Austin,Edgette
NA,Jake,Scafa
NA,Alex,Zander
NA,Zach,Yates
595108,Jimmy,Allen
650551,Sauris,Mejia
NA,Soren,Hanson
475424,Tony,Delmonico
NA,Brodie,Marino
NA,Derrick,Mahlum
NA,Kyle,Wagner
684694,Josh,Barr
592646,Brian,Pointer
544621,Ty,Hensley
823241,Mark,Abell
NA,Rhett,Fetner
NA,Brian,Picone
NA,Bryan,Baquer
678357,Andry,Arias
827463,Aaron,Castro
703478,Carson,Estridge
NA,Riley,Biers
446601,Luke,Barganier
699716,Jeremy,Clark
NA,Blake,Reed
809638,Will,Reed
553993,Eugenio,Suárez
649141,Keiran,McCluskey
695840,Dominic,Gonnella
471917,Leonardo,Martinez
816289,Ricardo,Ramirez
499713,Adriel,Fiallo
446146,Michael,Gibbs
547818,Leandro,Mejia
623336,Lee,Stoppelman
NA,Ben,Bulchik
687802,Bryson,Sweeney
NA,Chia Cheng,Wu
686127,Roman,Gomez
811764,Cody,Miller
547872,Kai Wen,Cheng
686867,Andrew,Noelker
NA,Harris,Burns
623221,John,Sgromolo
NA,Andrea,Gallo
800354,Esteban,Mejia
543801,Ryan,Sontag
803182,Jimmy,Loper
NA,Taiga,Kamichatani
622377,Raynay,Guerrero
449166,Donnie,Smith
595445,Cole,Tyrell
NA,Jon,Morrison
690404,Andrew,Morrow
608088,Jorge,Montenegro
491628,Ruddy,Salvador
NA,Zak,Merchant
NA,Kazuto,Matsuda
656247,Nick,Bottari
NA,Dunieski,Álvarez
NA,Matt,Barger
668839,Evan,Odum
680998,Branden,Boissiere
571053,Alfredo,Acosta
NA,Jeff,Carper
821699,Manuel,De Cesare
672242,Jorbin,Romero
NA,Kenki,Maeda
703633,Alex,Walsh
823073,Nolan,Sailors
NA,Tyler,Ferguson
NA,Jayden,Lopez
827682,Tommy,Barth
476123,Justin,Marks
821388,Addison,Brown
NA,Victor,Vegas
NA,Ryan,Alvarez
701758,Chandler,Reber
695530,Gio,Cueto
NA,Tom,Constand
NA,Andrea,Cavallaro
462513,Rhys,Taylor
367893,Jackson,Melian
NA,Danny,Vargas
NA,Brendan,Stannard
675527,Brayan,De Paula
656822,Alexis,Pantoja
450765,Matt,Edwards
NA,Kyle,Chontos
NA,Chauncey,Callier
NA,Lucas,Rick
NA,KT,Gearlds
453934,Esequier,Pie
543003,Bryan,Carter
649229,Ryan,Torrey
NA,George,Mendazano
NA,Ryan,Parquette
506714,Carlos,Ortega
690291,Jace,Jung
672547,Ferrol,Heredia
689908,Trevelle,Hill
NA,William,Atwell
814820,Jake,Bean
694052,Ryan,McLaughlin
822460,Sam,Simmons
628501,Gary,Owens
692937,Julio,Torres
451530,Thomas,Piazza
592100,Brandon,Allen
814528,Sam,Kulasingam
NA,Corey,McMann
516682,Diego,Alvarado
623194,Correlle,Prime
NA,Barry,Buchowski
678847,Darlin,De La Rosa
NA,Daniel,Hirose
801390,Ace,Whitehead
NA,Bryce,Wear
519272,Lance,Sewell
452732,Orlando,Mercado
NA,Shogo,Tamamura
501773,Radhames,Vallejo
622660,Denzel,Richardson
NA,Euro,Diaz
NA,Tyler,Shamas
507068,Wally,Crancer
529420,Charlie,Drummond
NA,Rich,Edwards
813293,Darrell,Johnson
NA,Zach,McMullen
464304,Pedro,Ozoria
451173,Casey,Hoorelbeke
687035,Bryan,Arias
NA,Kyle,Smart
NA,Kory,Bucklew
NA,Jeremy,Sangalang
NA,Stefano,Yozzo
NA,Gian Carlo,Caprara
807587,Angel,Ramirez
458897,Jim,Paduch
NA,Davis,Cunningham
663929,Riley,Thompson
NA,Michael,Handel
450171,Pedro,Fernando
689454,Carson,Freeman
NA,James,Bleming
NA,Yoidel,Castañeda
NA,Jaret,Falkowski
NA,Jeremy,Delgado
NA,Ryan,Yerby
456409,Matt,Weber
NA,Justin,Trejo
680768,Daniel,Bies
NA,Will,Shackelford
688735,Andy,Labeck
807999,David,Guzman
691372,Renny,Flores
NA,Christopher,Tavarez
NA,Stephen,Octave
572720,Tyler,Bighames
NA,Devin,Bagwell
621291,Kris,Hall
NA,Jon,Young
NA,Han-yong,Lim
NA,Keisuke,Kishi
NA,Min Gi,Jang
670385,Trey,Griffey
NA,José,Gómez
503596,Kevin,Foeman
807671,Jang Han,Oh
NA,Kazunari,Abe
822064,Dylan,Scott
622710,Luis,Gonzalez
808411,Jarret,Lindsay
649418,Race,Parmenter
NA,Ryan,Passaro
458582,Reid,Brignac
NA,Will,Mossa
NA,Dylan,Kinney
467052,Saul,Morales
NA,Ricky,Castro
681973,Josh,Hendrickson
663296,Brian,Valencia
NA,Tres,Organ
592681,Tony,Rizzotti
542252,Julio,Sanchez
NA,Travis,Roberts
678141,Jake,Richmond-Benner
NA,Hiroshi,Miyamoto
445210,Vic,Ferrante
686660,Gabriel,Esquivel
687755,Carter,Perkins
NA,Nick,Shubert
824628,Jesus,Morales
695579,Trevor,Haskins
805242,Haicheng,Guo
451083,Braulio,Batista
425527,Gerardo,Garcia
NA,Mark,Maxwell
607265,Greg,Ross
543410,Kevin,Komstadius
501653,Richard,Martinez
NA,Landon,Tate
808999,Tzu Peng,Huang
573155,Jay,Sferra
807820,Niurby,Asigen
800269,Rafael,Ramirez
545677,Billy,Kovatch
542531,Franklin,Contreras
446748,Jean-Sebastien,Varney
643384,Nick,Jones
695056,Gaby,Cruz
812479,Miles,Hellums
521670,Chad,Ogden
NA,Jett,Swetland
683969,Yusuke,Masago
NA,Corey,Jarrell
806483,Anson,Seibert
NA,Payton Chace,Boines
809910,Phillip,Pritchett
NA,Kenjiro,Tsuruoka
593133,David,Encarnacion
673357,Luis,Robert
642310,Bryan,Tejada
NA,Yuya,Ishii
NA,Caiden,Ertter
NA,Austin,Garrett
664152,Scooter,Hightower
605131,Austin,Barnes
822459,Matt,Watson
NA,C. J.,Maldonado
NA,Arthur,Paturel
680536,Conor,Bowers
669786,Oliver,Carmona
822625,Gabriel,Hernandez
664941,Adam,Walton
450789,Matt,Grooms
667339,Johan,Domínguez
687880,Jake,Prizina
NA,Brett,Mallett
658665,Ronny,Rafael
458683,Kevin,Roberts
NA,Shane,Russell
822888,Mikel,Pryor
824634,Rowell,Arroyo
678116,Dion,Wintjes
690032,Brett,Norwood
NA,Pim,Vijfvinkel
593342,Renzo,Freite
NA,Ty,Comer
810087,Easton,Romero
NA,Jake,Torres
446139,Mike,Pierce
553882,Omar,Narváez
689486,Garrett,Farquhar
NA,Landon,Penfield
695489,David,Bishop
NA,Brandon,Joslin
823531,Jabari,Brown
674468,Anderson,Munoz
608746,Cesilio,Pimentel
NA,Mark,Hurley
NA,Tanner,Pinkston
677856,Mark,Savarese
452759,Brandon,Burgess
NA,Jin-won,Park
NA,Jared,Fry
NA,Ryan,Bellomo
574008,Dennis,Accomando
656004,Carlos,Sanabria
NA,Yosvany,Martínez
NA,Yuya,Nohara
NA,Sam,Hubbe
682262,Lyndon,Weaver
NA,Brendan,Spagnuolo
702479,Elie,Kligman
472545,Wilter,Lobo
824574,Jack,Smith
802193,Jack,Clemente
446584,Rickey,Putman
596858,Jordan,Roualdes
NA,Yoelvis,López
NA,Dominick,Scudiero
NA,Huan Yang,Chen
599492,Julio,Torrealba
805105,Willian,Campos
NA,Luis,Salinas
502224,Michael,Wagner
680286,Patrick,Wierimaa
490802,Justin,Jordan
650721,Alexander,Figueredo
542886,Austin,Armstrong
NA,Edgard,Lopez
NA,Cole,Griesinger
664298,Boris,Sanchez
670460,Brennan,Morgan
684750,Mark,Kirkland
688559,Nick,Prather
673095,Michael,Campbell
NA,Hudson,Morgan
NA,Lorenzo,De Marchi
NA,Nick,Harms
690627,Glen,McClain
702984,Toussaint,Bythewood
810896,Owen,Proksch
678735,Anyelo,George
689209,Chase,Dawson
NA,Antonio,Jacobs
452174,Jorge,Mejia
680025,Jonathan,Frutos
518747,John,Grim
682283,Beiker,Pineda
461435,Bradley,Groth
823657,Cole,Jordan
NA,Connor,Henk
NA,Jeong Hyeok,Kim
606962,Kyle,Deese
608631,Pat,Blair
NA,Wyatt,Myers
624524,Cameron,Varga
NA,Simone,Cammi
678768,Victor,Planchart
804783,Clifton,Genge
691387,Diego,Viloria
459319,Jared,Bonnell
821421,Lachlan,Amon
545800,Dave,Rider
813668,Jack,Gurevitch
800420,Alvaro,Gamez
NA,Joe,Roundtree
NA,Wang-Gi,Lee
NA,Sal,Trancucci
NA,Brady,Parks
694378,Jacob,Gonzalez
800687,Peyton,Sybrandt
NA,Chi,Huang
672595,Daytan,Biegel
516654,Arquimedes,Nieto
538531,Takashi,Shimizu
NA,Jimmy,Chatfield
802577,James,Smibert
NA,Fred,Manke
605515,Nick,Valenza
NA,Mark,Pappas
470506,Brent,Swanson
NA,Matthew,Gist
570649,Yordano,Ventura
